City,Cuisines,Total_Restaurants,Average_Rating,Total_Votes
Vadodara,"Continental, Chinese, Mexican, North Indian",1,3.8,149
Vadodara,Fast Food,1,3.9,50
Vadodara,Gujarati,1,4.0,191
Vadodara,Italian,1,4.1,202
Vadodara,"Italian, Mexican, Continental",1,4.4,276
Vadodara,"Mediterranean, Italian",1,4.6,321
Vadodara,"Mughlai, North Indian",1,4.3,332
Vadodara,North Indian,1,3.5,82
Vadodara,"North Indian, Chinese",1,3.8,130
Vadodara,"North Indian, Continental, Italian, Asian",1,4.0,93
Vadodara,"North Indian, Mughlai",1,3.9,243
Vadodara,"North Indian, Mughlai, Mexican, Thai",1,4.1,395
Vadodara,"North Indian, Thai, Italian, Chinese, Mexican",1,3.5,96
Vadodara,"Pizza, Italian",1,4.1,269
Vadodara,South Indian,1,4.5,344
Vadodara,"Thai, Chinese, Asian",1,3.8,107
Valdosta,American,1,3.7,209
Valdosta,"American, Southern",1,3.9,243
Valdosta,"Asian, Chinese, Thai",1,3.8,185
Valdosta,BBQ,1,4.1,575
Valdosta,Bar Food,1,3.4,98
Valdosta,"Burger, Bar Food, Vegetarian",1,3.8,281
Valdosta,"Burger, Seafood, Steak",1,3.7,216
Valdosta,"Fast Food, Seafood",1,3.7,137
Valdosta,"Greek, Italian",1,3.8,221
Valdosta,"Indian, Middle Eastern",1,3.8,245
Valdosta,Italian,1,3.7,183
Valdosta,"Japanese, Steak, Sushi",1,3.5,208
Valdosta,"Japanese, Sushi",1,3.9,262
Valdosta,Mexican,4,3.525,496
Valdosta,"Pizza, Sandwich",1,3.7,185
Valdosta,"Seafood, Southern",1,3.9,231
Valdosta,Southern,1,3.8,225
Varanasi,Beverages,1,3.7,96
Varanasi,Cafe,1,3.4,59
Varanasi,"Cafe, North Indian, Chinese",1,3.2,26
Varanasi,"Cafe, North Indian, Continental",1,3.3,34
Varanasi,Chinese,1,3.5,172
Varanasi,"Chinese, North Indian",3,3.4,226
Varanasi,"Japanese, American, North Indian, Fast Food",1,3.5,83
Varanasi,North Indian,2,3.5,164
Varanasi,"North Indian, Cafe",1,3.4,85
Varanasi,"North Indian, Fast Food",1,3.4,96
Varanasi,"North Indian, Mughlai",2,3.45,130
Varanasi,"Pizza, Chinese",1,3.7,149
Varanasi,South Indian,2,3.55,173
Varanasi,Street Food,2,3.9499999999999997,236
Vernonia,"Coffee and Tea, Mediterranean",1,4.3,88
Victor Harbor,"Coffee and Tea, Tapas, Australian",1,3.6,96
Vineland Station,"Italian, Mediterranean, Pizza",1,4.3,204
Vizag,"American, North Indian, Thai, Continental",1,3.8,74
Vizag,"Andhra, North Indian, Chinese",1,3.5,124
Vizag,"Andhra, North Indian, Chinese, Seafood, Biryani",1,3.6,154
Vizag,"Biryani, Andhra",1,4.0,169
Vizag,"Burger, Pizza, Biryani",1,4.3,172
Vizag,"Cafe, Fast Food, American",1,3.8,27
Vizag,"Cafe, North Indian, Chinese",1,3.7,85
Vizag,"Chinese, Thai, Burmese, Vietnamese, Tibetan, Japanese",1,4.4,73
Vizag,"Continental, North Indian",1,4.1,125
Vizag,"Continental, Seafood, Chinese, North Indian, Biryani",1,3.6,193
Vizag,Fast Food,2,3.75,232
Vizag,Italian,1,4.4,316
Vizag,"Mughlai, Chinese, Cafe, BBQ, Cajun",1,3.6,84
Vizag,"North Indian, Biryani",1,3.7,240
Vizag,"North Indian, Chinese, Mediterranean",1,4.9,345
Vizag,"Pizza, Fast Food",2,4.449999999999999,519
Vizag,"South Indian, Chinese, Continental, Italian, North Indian",1,4.1,75
Vizag,"South Indian, North Indian",1,4.2,270
Waterloo,American,1,3.6,86
Waterloo,"American, BBQ, Steak",1,3.6,93
Waterloo,"American, Bar Food",1,3.7,101
Waterloo,"American, Breakfast",1,3.6,69
Waterloo,"American, Italian, Seafood",1,3.6,89
Waterloo,"Asian, Chinese",1,3.7,113
Waterloo,"Burger, Pizza, Sandwich",1,3.6,80
Waterloo,Chinese,2,3.75,209
Waterloo,"Coffee and Tea, Desserts, Beverages",1,3.7,136
Waterloo,Desserts,1,3.9,190
Waterloo,"Indian, Middle Eastern",1,3.2,18
Waterloo,"Italian, Pizza, Vegetarian",1,3.7,134
Waterloo,"Japanese, Steak, Sushi",1,3.9,156
Waterloo,"Japanese, Sushi",1,3.8,175
Waterloo,Mexican,2,3.6,173
Waterloo,"Pizza, Sandwich",1,3.6,89
Waterloo,"Sandwich, Sushi, Tapas",1,3.6,114
Waterloo,Thai,1,3.5,58
Weirton,"Burger, Greek, Sandwich",1,3.9,156
Wellington City,American,2,4.1,230
Wellington City,Asian,1,4.3,143
Wellington City,Cafe,3,4.333333333333333,431
Wellington City,"Cafe, European, Mexican",1,4.4,242
Wellington City,"Cafe, Kiwi",1,4.3,127
Wellington City,"Cafe, Kiwi, Ice Cream, Desserts",1,4.0,94
Wellington City,European,1,4.3,141
Wellington City,"European, Cafe",1,4.2,113
Wellington City,Fast Food,1,4.5,195
Wellington City,"French, Kiwi",1,4.4,125
Wellington City,Italian,1,4.5,152
Wellington City,"Italian, Cafe",1,4.2,170
Wellington City,"Japanese, Asian",1,3.7,131
Wellington City,Malaysian,1,4.4,161
Wellington City,"Mediterranean, Cafe, European",1,4.2,146
Wellington City,"Seafood, Kiwi",1,4.1,229
Wellington City,"Vietnamese, Fish and Chips",1,4.3,96
Winchester Bay,"Burger, Seafood, Steak",1,3.2,16
Yorkton,Asian,1,3.3,26
ÛÁstanbul,Bar Food,1,4.9,522
ÛÁstanbul,"Burger, Izgara",1,4.3,870
ÛÁstanbul,Cafe,3,4.466666666666667,2394
ÛÁstanbul,Desserts,1,4.7,1311
ÛÁstanbul,"Desserts, Bí_rek",1,4.7,1305
ÛÁstanbul,"Italian, World Cuisine",1,3.7,661
ÛÁstanbul,Restaurant Cafe,2,3.85,1407
ÛÁstanbul,"Restaurant Cafe, Desserts",1,4.2,874
ÛÁstanbul,"Restaurant Cafe, Turkish, Desserts",1,4.2,877
ÛÁstanbul,Turkish,1,4.1,788
ÛÁstanbul,"World Cuisine, Patisserie, Cafe",1,4.2,1034
